Transaction_ID,Customer_ID,Transaction_Date,Product,Category,Quantity,Unit_Price,Discount,Sales,Payment_Method,Returned,Revenue,Signup_Date,Country,Acquisition_Channel,Plan
T00859,C1422,2025-12-31,Smartwatch,Electronics,1,295.09,0.2,236.07,Debit Card,Yes,236.072,2025-02-23,Unknown,Social Media,Basic
T01399,C1422,2025-06-04,Smartwatch,Electronics,1,65.89,0.0,65.89,Mobile Payment,Yes,65.89,2025-02-23,Unknown,Social Media,Basic
T01737,C1422,2025-12-31,Headphones,Electronics,1,62.07,0.0,62.07,Debit Card,No,62.07,2025-02-23,Unknown,Social Media,Basic
T01823,C1422,2025-12-07,Camera,Electronics,2,353.63,0.0,707.26,Mobile Payment,No,707.26,2025-02-23,Unknown,Social Media,Basic
T06176,C1422,2025-12-21,Keyboard,Electronics,1,25.75,0.0,25.75,Debit Card,No,25.75,2025-02-23,Unknown,Social Media,Basic
T06769,C1422,2025-12-31,Phone,Electronics,1,571.3,0.0,571.3,PayPal,Yes,571.3,2025-02-23,Unknown,Social Media,Basic
T08456,C1422,2025-07-18,Monitor,Electronics,1,421.94,0.0,421.94,Credit Card,No,421.94,2025-02-23,Unknown,Social Media,Basic
T09539,C1422,2025-04-13,Headphones,Electronics,1,130.98,0.0,130.98,Mobile Payment,No,130.98,2025-02-23,Unknown,Social Media,Basic
T00861,C0063,2025-11-03,Headphones,Electronics,1,45.88,0.1,41.3,PayPal,No,41.292,2024-09-27,India,Google Ads,Basic
T01617,C0063,2025-06-30,Headphones,Electronics,1,33.76,0.15,28.69,PayPal,No,28.695999999999998,2024-09-27,India,Google Ads,Basic
T02106,C0063,2025-10-06,Phone,Electronics,1,282.92,0.1,254.63,Mobile Payment,No,254.62800000000001,2024-09-27,India,Google Ads,Basic
T02425,C0063,2025-12-25,Keyboard,Electronics,1,75.43,0.0,75.43,Mobile Payment,No,75.43,2024-09-27,India,Google Ads,Basic
T08699,C0063,2024-12-27,Tablet,Electronics,3,586.11,0.15,1494.59,PayPal,Yes,1494.5804999999998,2024-09-27,India,Google Ads,Basic
T00864,C0479,2025-06-05,Tablet,Electronics,1,341.53,0.0,341.53,Mobile Payment,No,341.53,2024-12-13,Thailand,Email,Basic
T00866,C0593,2025-02-09,Phone,Electronics,1,587.16,0.0,587.16,Debit Card,No,587.16,2024-09-05,Germany,Email,Basic
T06349,C0593,2025-11-30,Keyboard,Electronics,1,103.62,0.0,103.62,Mobile Payment,No,103.62,2024-09-05,Germany,Email,Basic
T08934,C0593,2024-11-27,Headphones,Electronics,1,187.2,0.0,187.2,Debit Card,No,187.2,2024-09-05,Germany,Email,Basic
T00868,C1472,2025-09-13,Smartwatch,Electronics,1,219.92,0.0,219.92,Credit Card,No,219.92,2025-05-27,UK,Email,Premium
T02605,C1472,2025-12-31,Headphones,Electronics,2,87.4,0.0,174.79,PayPal,No,174.8,2025-05-27,UK,Email,Premium
T03005,C1472,2025-12-31,Speaker,Electronics,1,43.36,0.0,43.36,Debit Card,No,43.36,2025-05-27,UK,Email,Premium
T00874,C0552,2025-09-22,Camera,Electronics,3,1051.06,0.0,3153.17,Mobile Payment,No,3153.18,2025-04-20,Thailand,Referral,Basic
T01063,C0552,2025-12-31,Phone,Electronics,2,767.06,0.0,1534.12,Credit Card,Yes,1534.12,2025-04-20,Thailand,Referral,Basic
T01489,C0552,2025-11-20,Headphones,Electronics,3,163.45,0.05,465.83,Debit Card,No,465.8324999999999,2025-04-20,Thailand,Referral,Basic
T03815,C0552,2025-05-31,Tablet,Electronics,1,345.06,0.1,310.55,Credit Card,No,310.55400000000003,2025-04-20,Thailand,Referral,Basic
T05123,C0552,2025-12-31,Smartwatch,Electronics,1,340.03,0.15,289.03,Debit Card,No,289.02549999999997,2025-04-20,Thailand,Referral,Basic
T07877,C0552,2025-12-31,Phone,Electronics,1,882.62,0.05,838.49,PayPal,No,838.4889999999999,2025-04-20,Thailand,Referral,Basic
T00875,C0665,2025-12-31,Tablet,Electronics,4,597.93,0.0,2391.72,Mobile Payment,No,2391.72,2024-12-28,USA,Organic,Basic
T02384,C0665,2025-12-31,Smartwatch,Electronics,1,93.45,0.05,88.77,Debit Card,No,88.7775,2024-12-28,USA,Organic,Basic
T02504,C0665,2025-12-24,Laptop,Electronics,1,728.16,0.05,691.75,Credit Card,No,691.752,2024-12-28,USA,Organic,Basic
T03944,C0665,2025-12-31,Headphones,Electronics,1,114.8,0.0,114.8,PayPal,No,114.8,2024-12-28,USA,Organic,Basic
T04997,C0665,2025-12-31,Smartwatch,Electronics,3,85.6,0.0,256.8,Debit Card,No,256.79999999999995,2024-12-28,USA,Organic,Basic
T06998,C0665,2025-10-28,Speaker,Electronics,1,152.56,0.0,152.56,Mobile Payment,No,152.56,2024-12-28,USA,Organic,Basic
T08419,C0665,2025-10-15,Camera,Electronics,3,1069.82,0.0,3209.45,Debit Card,No,3209.46,2024-12-28,USA,Organic,Basic
T08564,C0665,2025-03-18,Monitor,Electronics,4,222.54,0.05,845.67,Mobile Payment,No,845.6519999999999,2024-12-28,USA,Organic,Basic
T09584,C0665,2025-09-15,Monitor,Electronics,2,548.18,0.0,1096.37,Mobile Payment,No,1096.36,2024-12-28,USA,Organic,Basic
T00877,C0578,2025-12-28,Mouse,Electronics,1,64.6,0.15,54.91,Credit Card,No,54.91,2025-01-23,Germany,Referral,Premium
T01447,C0578,2025-12-31,Phone,Electronics,3,487.11,0.0,1461.34,Debit Card,No,1461.33,2025-01-23,Germany,Referral,Premium
T01476,C0578,2025-02-25,Monitor,Electronics,1,496.34,0.05,471.52,Credit Card,No,471.52299999999997,2025-01-23,Germany,Referral,Premium
T04132,C0578,2025-06-28,Mouse,Electronics,1,53.6,0.0,53.6,Debit Card,Yes,53.6,2025-01-23,Germany,Referral,Premium
T06959,C0578,2025-01-27,Headphones,Electronics,1,192.36,0.0,192.36,Debit Card,No,192.36,2025-01-23,Germany,Referral,Premium
T09024,C0578,2025-12-31,Phone,Electronics,1,838.63,0.0,838.63,Mobile Payment,No,838.63,2025-01-23,Germany,Referral,Premium
T00881,C0169,2025-02-22,Keyboard,Electronics,4,84.49,0.0,337.96,PayPal,No,337.96,2024-10-06,Thailand,Social Media,Basic
T01458,C0169,2025-11-05,Phone,Electronics,2,355.96,0.0,711.92,PayPal,No,711.92,2024-10-06,Thailand,Social Media,Basic
T01906,C0169,2025-07-28,Keyboard,Electronics,3,107.71,0.0,323.13,Credit Card,No,323.13,2024-10-06,Thailand,Social Media,Basic
T09694,C0169,2025-05-22,Phone,Electronics,3,733.02,0.05,2089.12,Debit Card,No,2089.107,2024-10-06,Thailand,Social Media,Basic
T00884,C0937,2025-09-02,Speaker,Electronics,1,181.1,0.0,181.1,Credit Card,No,181.1,2025-05-14,USA,Google Ads,Basic
T03969,C0937,2025-12-31,Smartwatch,Electronics,2,271.78,0.05,516.38,PayPal,No,516.382,2025-05-14,USA,Google Ads,Basic
T06264,C0937,2025-07-14,Mouse,Electronics,3,80.3,0.15,204.77,Mobile Payment,No,204.765,2025-05-14,USA,Google Ads,Basic
T00885,C0220,2024-12-10,Camera,Electronics,1,1079.87,0.1,971.89,Credit Card,No,971.8829999999999,2024-06-09,Thailand,Email,Standard
T01903,C0220,2025-08-09,Smartwatch,Electronics,1,325.77,0.0,325.77,Debit Card,No,325.77,2024-06-09,Thailand,Email,Standard
T03010,C0220,2025-06-21,Laptop,Electronics,1,1391.07,0.05,1321.52,Debit Card,No,1321.5165,2024-06-09,Thailand,Email,Standard
T04228,C0220,2024-09-21,Headphones,Electronics,1,198.49,0.0,198.49,Mobile Payment,No,198.49,2024-06-09,Thailand,Email,Standard
T04519,C0220,2024-12-31,Tablet,Electronics,1,344.43,0.0,344.43,Mobile Payment,No,344.43,2024-06-09,Thailand,Email,Standard
T04938,C0220,2024-11-04,Speaker,Electronics,1,247.19,0.0,247.19,Credit Card,No,247.19,2024-06-09,Thailand,Email,Standard
T05642,C0220,2024-08-28,Mouse,Electronics,1,82.48,0.0,82.48,Debit Card,No,82.48,2024-06-09,Thailand,Email,Standard
T06245,C0220,2025-08-16,Smartwatch,Electronics,2,218.1,0.0,436.19,Debit Card,Yes,436.2,2024-06-09,Thailand,Email,Standard
T06822,C0220,2024-08-24,Headphones,Electronics,1,67.58,0.0,67.58,Debit Card,No,67.58,2024-06-09,Thailand,Email,Standard
T07392,C0220,2025-03-18,Speaker,Electronics,1,207.84,0.05,197.45,PayPal,No,197.448,2024-06-09,Thailand,Email,Standard
T07672,C0220,2025-09-16,Phone,Electronics,2,745.73,0.15,1267.73,Credit Card,No,1267.741,2024-06-09,Thailand,Email,Standard
T09041,C0220,2025-04-09,Tablet,Electronics,1,413.78,0.1,372.4,PayPal,Yes,372.402,2024-06-09,Thailand,Email,Standard
T09605,C0220,2025-04-22,Tablet,Electronics,1,530.64,0.0,530.64,PayPal,No,530.64,2024-06-09,Thailand,Email,Standard
T00893,C0550,2025-02-15,Headphones,Electronics,2,37.79,0.05,71.81,Debit Card,No,71.801,2025-02-08,Thailand,Social Media,Basic
T01591,C0550,2025-11-13,Phone,Electronics,1,308.0,0.0,308.0,Credit Card,Yes,308.0,2025-02-08,Thailand,Social Media,Basic
T02246,C0550,2025-12-31,Camera,Electronics,2,1137.82,0.0,2275.64,PayPal,No,2275.64,2025-02-08,Thailand,Social Media,Basic
T03222,C0550,2025-12-31,Mouse,Electronics,3,28.35,0.0,85.06,Debit Card,No,85.05000000000001,2025-02-08,Thailand,Social Media,Basic
T03365,C0550,2025-08-30,Speaker,Electronics,1,80.3,0.2,64.24,Debit Card,No,64.24,2025-02-08,Thailand,Social Media,Basic
T03385,C0550,2025-12-31,Tablet,Electronics,2,339.2,0.1,610.57,Mobile Payment,No,610.56,2025-02-08,Thailand,Social Media,Basic
T05437,C0550,2025-12-31,Monitor,Electronics,1,389.16,0.05,369.7,Debit Card,Yes,369.702,2025-02-08,Thailand,Social Media,Basic
T06045,C0550,2025-11-23,Mouse,Electronics,1,58.17,0.0,58.17,Credit Card,No,58.17,2025-02-08,Thailand,Social Media,Basic
T06640,C0550,2025-10-20,Headphones,Electronics,2,169.62,0.0,339.25,Credit Card,No,339.24,2025-02-08,Thailand,Social Media,Basic
T06817,C0550,2025-12-31,Phone,Electronics,1,794.8,0.1,715.32,Debit Card,No,715.3199999999999,2025-02-08,Thailand,Social Media,Basic
T06942,C0550,2025-04-25,Headphones,Electronics,3,117.67,0.0,353.01,PayPal,No,353.01,2025-02-08,Thailand,Social Media,Basic
T07972,C0550,2025-12-31,Phone,Electronics,1,646.66,0.0,646.66,Debit Card,No,646.66,2025-02-08,Thailand,Social Media,Basic
T08289,C0550,2025-03-24,Smartwatch,Electronics,1,207.08,0.1,186.37,Mobile Payment,No,186.372,2025-02-08,Thailand,Social Media,Basic
T08559,C0550,2025-08-27,Camera,Electronics,1,1097.56,0.2,878.05,PayPal,No,878.048,2025-02-08,Thailand,Social Media,Basic
T08958,C0550,2025-12-31,Speaker,Electronics,2,140.98,0.0,281.97,Debit Card,Yes,281.96,2025-02-08,Thailand,Social Media,Basic
T09296,C0550,2025-08-19,Mouse,Electronics,3,26.65,0.1,71.95,Debit Card,No,71.955,2025-02-08,Thailand,Social Media,Basic
T09710,C0550,2025-07-15,Tablet,Electronics,2,193.5,0.1,348.3,Mobile Payment,No,348.3,2025-02-08,Thailand,Social Media,Basic
T00895,C1293,2025-12-31,Laptop,Electronics,1,1146.11,0.05,1088.8,Credit Card,No,1088.8045,2025-06-22,Canada,Google Ads,Basic
T01167,C1293,2025-12-31,Speaker,Electronics,3,58.47,0.15,149.1,Debit Card,No,149.0985,2025-06-22,Canada,Google Ads,Basic
T03963,C1293,2025-07-21,Camera,Electronics,1,979.84,0.15,832.87,Mobile Payment,No,832.864,2025-06-22,Canada,Google Ads,Basic
T04218,C1293,2025-12-23,Speaker,Electronics,2,196.56,0.0,393.12,Mobile Payment,No,393.12,2025-06-22,Canada,Google Ads,Basic
T07238,C1293,2025-12-31,Laptop,Electronics,1,1083.04,0.0,1083.04,Debit Card,Yes,1083.04,2025-06-22,Canada,Google Ads,Basic
T08339,C1293,2025-12-31,Tablet,Electronics,3,632.26,0.1,1707.09,Credit Card,No,1707.102,2025-06-22,Canada,Google Ads,Basic
T08671,C1293,2025-12-31,Speaker,Electronics,1,269.24,0.0,269.24,PayPal,Yes,269.24,2025-06-22,Canada,Google Ads,Basic
T09936,C1293,2025-08-21,Tablet,Electronics,1,459.41,0.05,436.44,Debit Card,Yes,436.4395,2025-06-22,Canada,Google Ads,Basic
T00897,C1260,2025-12-31,Phone,Electronics,2,788.43,0.0,1576.85,Mobile Payment,No,1576.86,2025-06-07,USA,Organic,Basic
T04353,C1260,2025-12-31,Mouse,Electronics,1,55.65,0.15,47.3,Debit Card,No,47.302499999999995,2025-06-07,USA,Organic,Basic
T06243,C1260,2025-12-31,Smartwatch,Electronics,1,334.32,0.0,334.32,PayPal,Yes,334.32,2025-06-07,USA,Organic,Basic
T09502,C1260,2025-12-31,Monitor,Electronics,1,406.62,0.15,345.63,Debit Card,No,345.627,2025-06-07,USA,Organic,Basic
T00898,C0197,2024-03-28,Camera,Electronics,1,607.78,0.0,607.78,Mobile Payment,No,607.78,2024-02-06,Thailand,Organic,Standard
T01790,C0197,2024-05-16,Phone,Electronics,2,449.36,0.0,898.72,PayPal,No,898.72,2024-02-06,Thailand,Organic,Standard
T04436,C0197,2024-04-07,Tablet,Electronics,2,504.16,0.0,1008.32,Debit Card,No,1008.32,2024-02-06,Thailand,Organic,Standard
T08955,C0197,2024-10-26,Speaker,Electronics,1,247.81,0.0,247.81,Mobile Payment,No,247.81,2024-02-06,Thailand,Organic,Standard
T09056,C0197,2024-02-25,Phone,Electronics,2,339.79,0.0,679.58,Debit Card,No,679.58,2024-02-06,Thailand,Organic,Standard
T00899,C1497,2025-03-13,Speaker,Electronics,1,239.47,0.0,239.47,Credit Card,No,239.47,2024-01-12,India,Referral,Premium
T00970,C1497,2024-11-06,Mouse,Electronics,1,81.2,0.0,81.2,PayPal,No,81.2,2024-01-12,India,Referral,Premium
T02068,C1497,2024-06-10,Tablet,Electronics,2,499.93,0.0,999.85,Debit Card,No,999.86,2024-01-12,India,Referral,Premium
T02253,C1497,2025-03-30,Phone,Electronics,1,290.99,0.0,290.99,Mobile Payment,No,290.99,2024-01-12,India,Referral,Premium
T02257,C1497,2024-12-30,Headphones,Electronics,1,37.3,0.1,33.57,Credit Card,No,33.57,2024-01-12,India,Referral,Premium
T02513,C1497,2024-03-07,Headphones,Electronics,1,199.43,0.05,189.46,Debit Card,No,189.4585,2024-01-12,India,Referral,Premium
T03000,C1497,2024-02-25,Monitor,Electronics,2,561.35,0.0,1122.7,Credit Card,No,1122.7,2024-01-12,India,Referral,Premium
T03043,C1497,2024-05-01,Keyboard,Electronics,3,164.19,0.2,394.06,Debit Card,No,394.05600000000004,2024-01-12,India,Referral,Premium
T03555,C1497,2025-04-20,Laptop,Electronics,1,914.93,0.05,869.19,Debit Card,No,869.1834999999999,2024-01-12,India,Referral,Premium
T03648,C1497,2024-08-10,Smartwatch,Electronics,1,191.08,0.0,191.08,Debit Card,Yes,191.08,2024-01-12,India,Referral,Premium
T03691,C1497,2025-04-01,Monitor,Electronics,3,241.3,0.0,723.89,Credit Card,No,723.9000000000001,2024-01-12,India,Referral,Premium
T04225,C1497,2024-09-17,Tablet,Electronics,3,519.12,0.05,1479.49,PayPal,Yes,1479.492,2024-01-12,India,Referral,Premium
T04546,C1497,2024-01-13,Phone,Electronics,3,877.56,0.0,2632.67,Debit Card,No,2632.68,2024-01-12,India,Referral,Premium
T05541,C1497,2025-01-03,Laptop,Electronics,1,1207.99,0.0,1207.99,Debit Card,No,1207.99,2024-01-12,India,Referral,Premium
T05885,C1497,2025-04-14,Mouse,Electronics,1,50.1,0.2,40.08,Credit Card,No,40.080000000000005,2024-01-12,India,Referral,Premium
T06709,C1497,2024-06-10,Monitor,Electronics,2,564.64,0.1,1016.35,Credit Card,No,1016.352,2024-01-12,India,Referral,Premium
T07203,C1497,2025-04-23,Laptop,Electronics,1,1370.97,0.0,1370.97,Debit Card,No,1370.97,2024-01-12,India,Referral,Premium
T08659,C1497,2024-09-09,Phone,Electronics,1,654.21,0.0,654.21,Credit Card,No,654.21,2024-01-12,India,Referral,Premium
T09263,C1497,2024-05-14,Phone,Electronics,2,266.83,0.1,480.3,Debit Card,No,480.294,2024-01-12,India,Referral,Premium
T09779,C1497,2024-04-12,Tablet,Electronics,2,569.36,0.0,1138.72,Credit Card,No,1138.72,2024-01-12,India,Referral,Premium
T00900,C0389,2025-02-16,Tablet,Electronics,1,245.38,0.0,245.38,Credit Card,No,245.38,2024-10-03,Thailand,Organic,Standard
T03330,C0389,2024-12-28,Phone,Electronics,4,423.95,0.0,1695.82,Credit Card,No,1695.8,2024-10-03,Thailand,Organic,Standard
T04578,C0389,2025-10-01,Monitor,Electronics,2,580.39,0.0,1160.78,Credit Card,No,1160.78,2024-10-03,Thailand,Organic,Standard
T06890,C0389,2025-04-06,Tablet,Electronics,1,496.2,0.0,496.2,PayPal,No,496.2,2024-10-03,Thailand,Organic,Standard
T00901,C1112,2025-08-16,Headphones,Electronics,1,206.73,0.0,206.73,PayPal,No,206.73,2025-02-19,Australia,Referral,Basic
T02147,C1112,2025-12-31,Phone,Electronics,1,365.92,0.0,365.92,Credit Card,No,365.92,2025-02-19,Australia,Referral,Basic
T03162,C1112,2025-12-31,Speaker,Electronics,1,122.51,0.0,122.51,PayPal,No,122.51,2025-02-19,Australia,Referral,Basic
T03951,C1112,2025-12-31,Mouse,Electronics,2,67.12,0.0,134.24,Mobile Payment,No,134.24,2025-02-19,Australia,Referral,Basic
T04330,C1112,2025-12-31,Camera,Electronics,1,759.18,0.1,683.26,Debit Card,No,683.262,2025-02-19,Australia,Referral,Basic
T04794,C1112,2025-09-11,Speaker,Electronics,1,141.18,0.15,120.0,Credit Card,No,120.003,2025-02-19,Australia,Referral,Basic
T06029,C1112,2025-07-22,Speaker,Electronics,1,235.83,0.0,235.83,PayPal,No,235.83,2025-02-19,Australia,Referral,Basic
T06109,C1112,2025-10-21,Phone,Electronics,1,405.56,0.05,385.28,Debit Card,No,385.282,2025-02-19,Australia,Referral,Basic
T07797,C1112,2025-06-05,Phone,Electronics,3,575.35,0.0,1726.06,Mobile Payment,No,1726.0500000000002,2025-02-19,Australia,Referral,Basic
T08352,C1112,2025-11-21,Phone,Electronics,2,257.2,0.0,514.4,Debit Card,No,514.4,2025-02-19,Australia,Referral,Basic
T08714,C1112,2025-12-31,Laptop,Electronics,1,899.26,0.0,899.26,Mobile Payment,No,899.26,2025-02-19,Australia,Referral,Basic
T09169,C1112,2025-05-02,Smartwatch,Electronics,1,328.01,0.0,328.01,Mobile Payment,No,328.01,2025-02-19,Australia,Referral,Basic
T09282,C1112,2025-04-03,Laptop,Electronics,1,1017.27,0.05,966.41,PayPal,Yes,966.4064999999999,2025-02-19,Australia,Referral,Basic
T09996,C1112,2025-11-26,Tablet,Electronics,1,545.85,0.0,545.85,PayPal,Yes,545.85,2025-02-19,Australia,Referral,Basic
T00903,C0351,2024-08-07,Keyboard,Electronics,2,60.79,0.0,121.58,Mobile Payment,No,121.58,2024-01-23,USA,Social Media,Premium
T01088,C0351,2025-05-06,Tablet,Electronics,4,499.0,0.0,1995.99,Debit Card,No,1996.0,2024-01-23,USA,Social Media,Premium
T03782,C0351,2024-09-11,Phone,Electronics,1,798.84,0.05,758.9,Mobile Payment,No,758.898,2024-01-23,USA,Social Media,Premium
T06849,C0351,2025-01-07,Laptop,Electronics,2,1191.57,0.05,2263.98,Mobile Payment,No,2263.9829999999997,2024-01-23,USA,Social Media,Premium
T09462,C0351,2024-02-15,Speaker,Electronics,2,291.98,0.05,554.77,Debit Card,No,554.7620000000001,2024-01-23,USA,Social Media,Premium
T00905,C0477,2024-04-17,Monitor,Electronics,1,576.55,0.05,547.72,Debit Card,No,547.7225,2024-01-01,Thailand,Organic,Standard
T01154,C0477,2025-01-31,Speaker,Electronics,1,174.72,0.0,174.72,Credit Card,No,174.72,2024-01-01,Thailand,Organic,Standard
T01732,C0477,2024-12-08,Camera,Electronics,2,397.8,0.0,795.6,Debit Card,No,795.6,2024-01-01,Thailand,Organic,Standard
T01751,C0477,2024-04-21,Tablet,Electronics,1,393.24,0.05,373.58,Credit Card,Yes,373.578,2024-01-01,Thailand,Organic,Standard
T02272,C0477,2024-02-11,Camera,Electronics,2,335.56,0.05,637.56,Mobile Payment,No,637.564,2024-01-01,Thailand,Organic,Standard
T02415,C0477,2024-09-11,Headphones,Electronics,2,74.89,0.0,149.77,PayPal,Yes,149.78,2024-01-01,Thailand,Organic,Standard
T02558,C0477,2024-04-16,Speaker,Electronics,2,53.95,0.05,102.5,Mobile Payment,No,102.505,2024-01-01,Thailand,Organic,Standard
T02625,C0477,2024-02-24,Speaker,Electronics,1,103.7,0.15,88.14,Credit Card,No,88.145,2024-01-01,Thailand,Organic,Standard
T03220,C0477,2025-03-28,Smartwatch,Electronics,3,297.51,0.15,758.65,Credit Card,No,758.6505,2024-01-01,Thailand,Organic,Standard
T04456,C0477,2025-02-01,Speaker,Electronics,3,165.56,0.2,397.34,Debit Card,No,397.34400000000005,2024-01-01,Thailand,Organic,Standard
T04467,C0477,2025-02-24,Camera,Electronics,1,348.78,0.1,313.9,Debit Card,No,313.902,2024-01-01,Thailand,Organic,Standard
T06987,C0477,2024-01-13,Keyboard,Electronics,1,119.93,0.0,119.93,Credit Card,No,119.93,2024-01-01,Thailand,Organic,Standard
T08737,C0477,2025-03-06,Camera,Electronics,2,1171.38,0.0,2342.77,Mobile Payment,No,2342.76,2024-01-01,Thailand,Organic,Standard
T09965,C0477,2024-06-01,Keyboard,Electronics,1,50.87,0.0,50.87,PayPal,No,50.87,2024-01-01,Thailand,Organic,Standard
T00907,C0429,2025-06-19,Speaker,Electronics,1,101.86,0.0,101.86,Debit Card,Yes,101.86,2025-02-01,Germany,Google Ads,Basic
T01450,C0429,2025-12-31,Speaker,Electronics,1,267.34,0.05,253.97,Credit Card,No,253.97299999999996,2025-02-01,Germany,Google Ads,Basic
T01469,C0429,2025-12-31,Headphones,Electronics,2,93.77,0.2,150.03,Mobile Payment,No,150.032,2025-02-01,Germany,Google Ads,Basic
T01872,C0429,2025-03-09,Headphones,Electronics,2,162.99,0.0,325.98,Debit Card,No,325.98,2025-02-01,Germany,Google Ads,Basic
T02964,C0429,2025-03-27,Phone,Electronics,3,459.19,0.1,1239.81,Debit Card,No,1239.8129999999999,2025-02-01,Germany,Google Ads,Basic
T04055,C0429,2025-12-31,Phone,Electronics,1,621.35,0.05,590.29,Debit Card,No,590.2825,2025-02-01,Germany,Google Ads,Basic
T04379,C0429,2025-12-31,Keyboard,Electronics,1,64.72,0.0,64.72,Credit Card,No,64.72,2025-02-01,Germany,Google Ads,Basic
T04683,C0429,2025-12-06,Monitor,Electronics,3,592.12,0.0,1776.37,Debit Card,No,1776.3600000000001,2025-02-01,Germany,Google Ads,Basic
T06659,C0429,2025-12-31,Laptop,Electronics,1,998.76,0.0,998.76,PayPal,No,998.76,2025-02-01,Germany,Google Ads,Basic
T06686,C0429,2025-07-30,Tablet,Electronics,1,356.76,0.2,285.41,Debit Card,No,285.408,2025-02-01,Germany,Google Ads,Basic
T06779,C0429,2025-03-16,Tablet,Electronics,2,469.95,0.0,939.9,Credit Card,No,939.9,2025-02-01,Germany,Google Ads,Basic
T06829,C0429,2025-12-31,Laptop,Electronics,1,1059.18,0.0,1059.18,Credit Card,No,1059.18,2025-02-01,Germany,Google Ads,Basic
T07583,C0429,2025-12-10,Monitor,Electronics,1,239.16,0.0,239.16,Credit Card,No,239.16,2025-02-01,Germany,Google Ads,Basic
T08275,C0429,2025-02-26,Phone,Electronics,2,883.13,0.15,1501.32,Credit Card,Yes,1501.321,2025-02-01,Germany,Google Ads,Basic
T00908,C1434,2025-12-31,Headphones,Electronics,3,157.68,0.0,473.04,Debit Card,No,473.04,2025-06-13,Thailand,Google Ads,Basic
T01047,C1434,2025-11-23,Mouse,Electronics,1,70.67,0.0,70.67,Debit Card,Yes,70.67,2025-06-13,Thailand,Google Ads,Basic
T01128,C1434,2025-12-31,Smartwatch,Electronics,1,302.44,0.15,257.07,Credit Card,No,257.074,2025-06-13,Thailand,Google Ads,Basic
T01142,C1434,2025-08-03,Speaker,Electronics,1,120.28,0.0,120.28,Mobile Payment,No,120.28,2025-06-13,Thailand,Google Ads,Basic
T01615,C1434,2025-12-31,Camera,Electronics,3,924.23,0.0,2772.69,PayPal,No,2772.69,2025-06-13,Thailand,Google Ads,Basic
T01686,C1434,2025-08-29,Keyboard,Electronics,1,38.16,0.0,38.16,Mobile Payment,No,38.16,2025-06-13,Thailand,Google Ads,Basic
T02145,C1434,2025-12-31,Headphones,Electronics,1,191.59,0.1,172.43,Credit Card,No,172.431,2025-06-13,Thailand,Google Ads,Basic
T03618,C1434,2025-11-07,Smartwatch,Electronics,2,281.26,0.0,562.52,Debit Card,No,562.52,2025-06-13,Thailand,Google Ads,Basic
T03736,C1434,2025-06-21,Laptop,Electronics,3,1306.85,0.15,3332.47,Credit Card,No,3332.4674999999997,2025-06-13,Thailand,Google Ads,Basic
T04164,C1434,2025-12-31,Mouse,Electronics,3,29.02,0.1,78.36,Credit Card,No,78.354,2025-06-13,Thailand,Google Ads,Basic
T07506,C1434,2025-11-02,Phone,Electronics,1,373.84,0.0,373.84,Debit Card,No,373.84,2025-06-13,Thailand,Google Ads,Basic
T07835,C1434,2025-12-31,Camera,Electronics,1,723.36,0.0,723.36,Credit Card,No,723.36,2025-06-13,Thailand,Google Ads,Basic
T08468,C1434,2025-06-21,Headphones,Electronics,1,117.08,0.2,93.66,PayPal,No,93.664,2025-06-13,Thailand,Google Ads,Basic
T08876,C1434,2025-12-31,Tablet,Electronics,2,392.65,0.1,706.77,Mobile Payment,No,706.77,2025-06-13,Thailand,Google Ads,Basic
T09802,C1434,2025-12-30,Mouse,Electronics,2,73.99,0.15,125.78,Credit Card,No,125.78299999999999,2025-06-13,Thailand,Google Ads,Basic
T09844,C1434,2025-08-26,Headphones,Electronics,1,127.24,0.0,127.24,Debit Card,No,127.24,2025-06-13,Thailand,Google Ads,Basic
T00910,C1085,2024-07-24,Phone,Electronics,1,721.32,0.0,721.32,Credit Card,No,721.32,2024-06-07,Germany,Organic,Standard
T01452,C1085,2025-01-06,Monitor,Electronics,1,403.41,0.0,403.41,Credit Card,No,403.41,2024-06-07,Germany,Organic,Standard
T01904,C1085,2025-03-15,Tablet,Electronics,2,464.14,0.2,742.63,Debit Card,No,742.624,2024-06-07,Germany,Organic,Standard
T02331,C1085,2025-02-08,Phone,Electronics,2,613.62,0.05,1165.87,Debit Card,No,1165.878,2024-06-07,Germany,Organic,Standard
T03571,C1085,2025-05-10,Speaker,Electronics,2,122.92,0.0,245.84,Credit Card,No,245.84,2024-06-07,Germany,Organic,Standard
T04095,C1085,2024-10-04,Smartwatch,Electronics,4,226.21,0.0,904.84,Credit Card,No,904.84,2024-06-07,Germany,Organic,Standard
T04382,C1085,2025-04-15,Tablet,Electronics,1,426.0,0.0,426.0,PayPal,No,426.0,2024-06-07,Germany,Organic,Standard
T05205,C1085,2025-02-16,Headphones,Electronics,2,101.12,0.0,202.24,PayPal,Yes,202.24,2024-06-07,Germany,Organic,Standard
T08584,C1085,2024-10-04,Tablet,Electronics,1,532.75,0.15,452.83,PayPal,No,452.8375,2024-06-07,Germany,Organic,Standard
T08649,C1085,2024-06-13,Mouse,Electronics,1,29.73,0.0,29.73,Debit Card,No,29.73,2024-06-07,Germany,Organic,Standard
