Customer_ID,Signup_Date,Country,Acquisition_Channel,Plan
C1210,2024-12-01,India,Google Ads,Basic
C1211,2024-06-16,India,Organic,Basic
C1212,2024-04-01,Canada,Social Media,Standard
C1213,2024-12-18,Australia,Email,Premium
C1214,2024-12-28,Canada,Google Ads,Basic
C1215,2024-12-10,India,Google Ads,Basic
C1216,2024-06-18,Thailand,Email,Standard
C1217,2024-12-21,Thailand,Organic,Premium
C1218,2024-07-09,Australia,Organic,Basic
C1219,2025-02-25,India,Social Media,Basic
C1220,2024-01-07,Thailand,Referral,Standard
C1221,2024-05-12,USA,Google Ads,Basic
C1222,2024-01-31,Canada,Organic,Basic
C1223,2025-06-18,UK,Email,Standard
C1224,2025-03-01,USA,Social Media,Standard
C1225,2025-01-28,USA,Social Media,Standard
C1226,2024-12-28,Thailand,Organic,Standard
C1227,2025-03-12,USA,Organic,Standard
C1228,2024-03-22,USA,Social Media,Basic
C1229,2024-12-21,Thailand,Email,Basic
C1230,2024-09-14,Australia,Email,Basic
C1231,2025-06-07,USA,Organic,Basic
C1232,2024-10-21,Australia,Google Ads,Standard
C1233,2024-08-11,Germany,Social Media,Premium
C1234,2025-06-08,Thailand,Referral,Premium
C1235,2024-02-15,India,Google Ads,Standard
C1236,2024-04-22,USA,Google Ads,Basic
C1237,2024-08-20,Germany,Organic,Basic
C1238,2024-01-17,Thailand,Google Ads,Premium
C1239,2024-12-25,India,Email,Standard
C1240,2024-08-10,India,Google Ads,Standard
C1241,2025-03-23,Thailand,Email,Standard
C1242,2024-12-30,Thailand,Organic,Standard
C1243,2024-11-21,India,Organic,Premium
C1244,2025-04-11,India,Email,Basic
C1245,2025-02-17,USA,Organic,Standard
C1246,2025-03-30,India,Organic,Premium
C1247,2024-08-20,USA,Referral,Basic
C1248,2024-08-11,India,Email,Standard
C1249,2025-02-15,Thailand,Google Ads,Basic
C1250,2024-11-30,Germany,email,Premium
C1251,2024-08-09,Thailand,Referral,Basic
C1252,2024-02-06,USA,Google Ads,Standard
C1253,2024-10-04,Thailand,Social Media,Basic
C1254,2024-07-14,Thailand,Email,Standard
C1255,2025-04-28,UK,Email,Basic
C1256,2024-08-29,Thailand,Email,Basic
C1257,2024-11-19,Australia,Social Media,Standard
C1258,2024-07-10,Thailand,Social Media,Premium
C1259,2024-01-17,USA,Email,Basic
C1260,2025-06-07,USA,Organic,Basic
C1261,2025-02-04,Thailand,Google Ads,Standard
C1262,2024-01-22,Thailand,Organic,Standard
C1263,2025-04-18,USA,Google Ads,Premium
C1264,2024-04-29,UK,Social Media,Basic
C1265,2024-07-28,USA,Social Media,Standard
C1266,2024-11-01,UK,Social Media,Basic
C1267,2024-09-26,UK,Referral,Basic
C1268,2024-10-11,Thailand,Google Ads,Standard
C1269,2024-08-14,USA,Social Media,Standard
C1270,2025-01-15,Canada,Google Ads,Standard
C1271,2025-04-04,UK,Organic,Basic
C1272,2024-01-07,India,Organic,Standard
C1273,2024-01-29,USA,Email,Basic
C1274,2024-02-02,Australia,Email,Premium
C1275,2024-03-19,Australia,Google Ads,Basic
C1276,2025-04-03,UK,Social Media,Basic
C1277,2025-06-21,Canada,Organic,Basic
C1278,2025-04-26,Thailand,Organic,Standard
C1279,2025-03-05,Thailand,Referral,Basic
C1280,2024-10-11,Australia,Organic,Premium
C1281,2025-05-30,Australia,Google Ads,Basic
C1282,2024-04-08,Thailand,Google Ads,Premium
C1283,2025-01-31,Thailand,Google Ads,Basic
C1284,2025-05-03,Thailand,Organic,Standard
C1285,2024-02-08,Thailand,Organic,Premium
C1286,2024-09-27,Australia,Organic,Basic
C1287,2024-06-05,UK,Google Ads,Premium
C1288,2024-03-15,USA,Google Ads,Standard
C1289,2024-05-09,USA,Organic,Premium
C1290,2024-03-24,Thailand,Google Ads,Standard
C1291,2024-01-22,Thailand,Social Media,Basic
C1292,2025-04-03,India,Organic,Basic
C1293,2025-06-22,Canada,Google Ads,Basic
C1294,2025-01-16,Germany,Social Media,Basic
C1295,2025-03-15,Thailand,Email,Basic
C1296,2024-01-21,Germany,Email,Basic
C1297,2024-10-29,Australia,Google Ads,Standard
C1298,2024-03-24,Australia,Referral,Standard
C1299,2025-03-28,USA,Social Media,Basic
C1300,2025-01-21,USA,Google Ads,Basic
C1301,2025-05-21,USA,Social Media,Standard
C1302,2024-09-13,Thailand,Email,Basic
C1303,2025-06-10,Thailand,Google Ads,Basic
C1304,2024-06-10,Thailand,Google Ads,Basic
C1305,2024-06-11,UK,Organic,Premium
C1306,2025-06-07,Australia,email,Premium
C1307,2024-09-27,USA,Google Ads,Basic
C1308,2025-05-06,Thailand,Email,Standard
C1309,2024-07-26,Canada,Referral,Standard
C1310,2025-06-22,Canada,Organic,Standard
C1311,2024-02-29,Australia,Email,Standard
C1312,2025-03-05,Canada,Organic,Standard
C1313,2024-11-04,UK,Social Media,Basic
C1314,2025-06-03,Canada,Social Media,Basic
C1315,2024-01-27,Thailand,Email,Standard
C1316,2024-07-17,USA,Social Media,Premium
C1317,2025-01-21,Thailand,Email,Standard
C1318,2024-12-14,Thailand,Social Media,Premium
C1319,2025-06-19,Thailand,Google Ads,Premium
C1320,2025-01-12,India,Email,Basic
C1321,2025-06-10,Australia,Referral,Standard
C1322,2024-06-01,UK,Email,Standard
C1323,2024-07-24,Thailand,Organic,Premium
C1324,2025-03-30,Australia,Google Ads,Premium
C1325,2024-09-29,India,Referral,Standard
C1326,2024-08-23,USA,Email,Basic
C1327,2025-06-04,India,Organic,Standard
C1328,2025-05-15,Thailand,Email,Basic
C1329,2024-04-26,USA,Google Ads,Standard
C1330,2025-01-20,Germany,Organic,Premium
C1331,2024-12-09,Thailand,Google Ads,Basic
C1332,2025-01-29,USA,Referral,Standard
C1333,2024-03-04,Germany,Google Ads,Standard
C1334,2024-03-12,India,Email,Standard
C1335,2024-09-30,Thailand,Email,Basic
C1336,2024-11-15,Thailand,Organic,Standard
C1337,2024-12-03,Thailand,Referral,Premium
C1338,2024-12-31,India,Email,Premium
C1339,2025-05-09,USA,Email,Basic
C1340,2024-06-14,Thailand,Google Ads,Premium
C1341,2025-06-27,Canada,Email,Standard
C1342,2024-01-11,UK,Google Ads,Basic
C1343,2024-10-27,Thailand,Organic,Basic
C1344,2024-04-11,UK,Social Media,Basic
C1345,2025-02-28,India,Referral,Premium
C1346,2025-01-26,Thailand,Google Ads,Standard
C1347,2024-08-01,Thailand,Referral,Standard
C1348,2024-03-28,Australia,Organic,Basic
C1349,2025-02-04,USA,Google Ads,Standard
C1350,2024-02-15,UK,Google Ads,Basic
C1351,2025-04-07,USA,Google Ads,Basic
C1352,2024-11-05,Thailand,Email,Standard
C1353,2024-03-26,Thailand,Email,Basic
C1354,2024-04-01,USA,Organic,Premium
C1355,2024-08-29,Thailand,Email,Basic
C1356,2024-01-02,Thailand,Organic,Standard
C1357,2024-08-12,Germany,Social Media,Basic
C1358,2024-04-25,Canada,Organic,Standard
C1359,2024-04-12,Australia,Organic,Basic
C1360,2024-07-12,Germany,Google Ads,Basic
C1361,2024-06-14,Thailand,Google Ads,Premium
C1362,2024-03-30,Canada,email,Basic
C1363,2024-05-01,Thailand,Google Ads,Premium
C1364,2024-05-22,Canada,Email,Premium
C1365,2024-04-15,Canada,Social Media,Basic
C1366,2025-03-03,India,Google Ads,Basic
C1367,2024-10-31,Canada,Organic,Standard
C1368,2024-11-12,UK,Google Ads,Premium
C1369,2024-01-09,Thailand,Referral,Premium
C1370,2024-03-13,USA,Email,Standard
C1371,2024-12-24,UK,Email,Standard
C1372,2024-08-10,Thailand,Organic,Basic
C1373,2025-02-19,India,Organic,Premium
C1374,2025-01-04,Canada,Email,Premium
C1375,2024-09-20,Thailand,Google Ads,Basic
C1376,2024-11-13,Australia,Organic,Basic
C1377,2024-03-24,Germany,Referral,Basic
C1378,2024-11-13,Canada,Social Media,Basic
C1379,2024-04-20,Canada,Google Ads,Premium
C1380,2024-09-07,UK,Social Media,Basic
C1381,2025-01-17,Canada,Organic,Basic
C1382,2024-01-07,Australia,Google Ads,Basic
C1383,2025-04-03,Thailand,Google Ads,Premium
C1384,2024-03-24,USA,Social Media,Standard
C1385,2024-07-26,India,Social Media,Basic
C1386,2025-01-24,Thailand,Email,Basic
C1387,2024-11-09,India,Referral,Premium
C1388,2024-01-22,India,Organic,Premium
C1389,2025-02-13,Thailand,Referral,Basic
C1390,2025-05-29,UK,Referral,Basic
C1391,2024-05-06,Australia,Organic,Basic
C1392,2024-01-14,UK,Social Media,Basic
C1393,2024-01-12,Thailand,email,Standard
C1394,2024-03-27,Thailand,Email,Premium
C1395,2025-06-07,USA,Google Ads,Standard
C1396,2025-06-20,Canada,Google Ads,Premium
C1397,2024-10-27,Thailand,Referral,Standard
C1398,2024-08-30,India,Social Media,Standard
C1399,2024-05-01,Thailand,Google Ads,Standard
C1400,2024-05-26,USA,Social Media,Basic
C1401,2024-12-21,Germany,Referral,Basic
C1402,2024-11-04,India,Organic,Standard
C1403,2024-10-14,Thailand,Referral,Basic
C1404,2024-11-02,USA,Organic,Basic
C1405,2024-12-17,Thailand,Social Media,Standard
C1406,2024-11-07,UK,Email,Premium
C1407,2024-02-28,India,Organic,Standard
C1408,2024-02-04,Thailand,Email,Premium
C1409,2025-03-20,Thailand,Google Ads,Standard
C1410,2024-04-02,USA,Email,Standard
C1411,2024-07-25,Germany,Organic,Standard
C1412,2024-12-18,Canada,Google Ads,Premium
C1413,2024-11-27,Thailand,Referral,Basic
C1414,2024-06-07,Australia,Email,Standard
C1415,2024-01-24,USA,Organic,Standard
C1416,2025-02-07,USA,Email,Basic
C1417,2025-05-30,Australia,Organic,Basic
C1418,2024-12-29,Germany,Social Media,Basic
C1419,2025-01-16,Canada,Social Media,Basic
C1420,2025-06-15,UK,Google Ads,Premium
C1421,2024-05-31,USA,Email,Basic
C1422,2025-02-23,,Social Media,Basic
C1423,2024-09-06,Thailand,Google Ads,Standard
C1424,2024-04-26,UK,Social Media,Basic
C1425,2025-05-26,USA,Google Ads,Standard
C1426,2024-11-30,India,Social Media,Basic
C1427,2025-02-21,Thailand,Google Ads,Premium
C1428,2024-10-21,Thailand,Email,Premium
C1429,2025-01-05,Germany,Referral,Premium
C1430,2024-07-04,Thailand,Google Ads,Basic
C1431,2024-09-02,UK,Google Ads,Standard
C1432,2024-09-24,Thailand,Organic,Basic
C1433,2024-08-24,Thailand,Google Ads,Basic
C1434,2025-06-13,Thailand,Google Ads,Basic
C1435,2024-01-21,Thailand,Organic,Standard
C1436,2025-06-03,Germany,Organic,Standard
C1437,2024-04-09,Thailand,Google Ads,Standard
C1438,2025-04-22,Canada,Social Media,Basic
C1439,2024-10-24,UK,Google Ads,Standard
C1440,2025-06-09,USA,Organic,Standard
C1441,2024-11-29,UK,Google Ads,Standard
C1442,2024-01-02,UK,Organic,Standard
C1443,2025-01-09,Australia,Email,Basic
C1444,2024-10-19,Thailand,Organic,Premium
C1445,2024-11-13,USA,Organic,Standard
C1446,2025-05-16,Germany,Organic,Basic
C1447,2025-01-15,Canada,Email,Basic
C1448,2024-01-14,Germany,Organic,Standard
C1449,2025-05-18,USA,Email,Premium
C1450,2024-08-18,Australia,Google Ads,Basic
C1451,2024-03-24,USA,Google Ads,Basic
C1452,2024-05-09,UK,Email,Premium
C1453,2024-05-24,Thailand,Social Media,Standard
C1454,2024-01-28,UK,Organic,Standard
C1455,2024-03-06,Thailand,Google Ads,Standard
C1456,2024-06-11,USA,Organic,Basic
C1457,2024-08-16,Germany,Organic,Standard
C1458,2024-09-17,Thailand,Google Ads,Basic
C1459,2025-03-24,Thailand,Google Ads,Premium
C1460,2025-02-27,Thailand,Referral,Standard
C1461,2025-04-04,Canada,Google Ads,Standard
C1462,2024-10-27,UK,Referral,Standard
C1463,2024-10-29,USA,Organic,Premium
C1464,2024-10-13,Australia,Organic,Premium
C1465,2025-01-29,Australia,Organic,Standard
C1466,2024-01-10,USA,Organic,Standard
C1467,2024-09-26,India,Google Ads,Standard
C1468,2024-12-26,Australia,Google Ads,Standard
C1469,2024-09-13,India,Organic,Basic
C1470,2024-05-12,Thailand,Referral,Standard
C1471,2024-10-02,Germany,Social Media,Basic
C1472,2025-05-27,UK,Email,Premium
C1473,2024-11-08,Thailand,Organic,Basic
C1474,2024-10-10,USA,Organic,Premium
C1475,2024-04-30,Thailand,Organic,Standard
C1476,2024-04-16,Thailand,Organic,Standard
C1477,2024-07-22,Australia,Google Ads,Standard
C1478,2024-06-13,Thailand,Organic,Basic
C1479,2024-10-31,USA,Email,Basic
C1480,2025-05-11,UK,Referral,Basic
C1481,2024-06-04,Thailand,Social Media,Standard
C1482,2025-01-01,Canada,Referral,Standard
C1483,2024-09-07,Thailand,Organic,Standard
C1484,2024-11-29,USA,Email,Basic
C1485,2025-05-25,USA,Google Ads,Basic
C1486,2024-10-19,Thailand,Organic,Basic
C1487,2024-01-20,Thailand,Organic,Premium
C1488,2024-10-08,India,Social Media,Standard
C1489,2024-01-01,Canada,Google Ads,Basic
C1490,2024-04-28,Thailand,Email,Standard
C1491,2024-02-04,India,Google Ads,Basic
C1492,2024-07-16,Australia,Email,Premium
C1493,2025-04-29,Germany,Organic,Standard
C1494,2024-02-28,USA,Email,Basic
C1495,2024-06-09,USA,Organic,Standard
C1496,2024-07-24,USA,Organic,Basic
C1497,2024-01-12,India,Referral,Premium
C1498,2025-05-04,Australia,Google Ads,Basic
C1499,2024-10-02,Thailand,Social Media,Standard
C1500,2024-08-29,USA,Email,Basic
C0011,2025-04-03,Thailand,Organic,Basic
C0026,2024-01-22,UK,Social Media,Standard
